id,remote_id,employee_payroll_run,amount,type,remote_was_deleted
2b12c430-b675-4c40-b62b-d6be46ee7b14,63031398,03f33031-d61c-4b55-babc-a46d94003bd0,8068,OVERTIME,TRUE
fbb31c3f-85ac-4ceb-bc23-e7d4b1db9a9e,78613802,03f33031-d61c-4b55-babc-a46d94003bd0,9316,OVERTIME,TRUE
3348f802-dbf6-4e9b-80e8-ce4db2edb798,99866108,03f33031-d61c-4b55-babc-a46d94003bd0,9847,REIMBURSEMENT,FALSE
3ea02afa-39f7-4a12-903c-cde850a98b33,85041570,03f33031-d61c-4b55-babc-a46d94003bd0,8694,REIMBURSEMENT,FALSE
7cd3bdaa-1d14-49b5-b0bb-94b10bb2ff1a,35158217,9798a296-e5d8-4480-94c2-d5681fdb0ac7,9291,BONUS,FALSE
506bf174-448d-4140-a1e8-911600c9dd57,67660425,9798a296-e5d8-4480-94c2-d5681fdb0ac7,9002,SALARY,TRUE
02288095-b117-4a71-8b6e-6cafa4d89651,24557858,9798a296-e5d8-4480-94c2-d5681fdb0ac7,9243,OVERTIME,TRUE
c725be4c-9411-4e7e-91ea-28701f66386e,47565108,9798a296-e5d8-4480-94c2-d5681fdb0ac7,8482,BONUS,TRUE
0b29bdeb-aa51-4437-9442-d24598895ad1,86138279,9798a296-e5d8-4480-94c2-d5681fdb0ac7,8474,OVERTIME,FALSE
ef81cf49-62c2-4a9e-a428-88cb0dcf1231,39698575,528e3da5-47d7-4f10-a4df-8bbfcd158329,9773,REIMBURSEMENT,FALSE
f3d8f656-1a11-49fa-ab6f-b6d3be78b3f6,43580155,d6d1dfbf-1fef-477a-8943-844feddb183c,5973,BONUS,FALSE
81d96ee6-30f6-4d77-a1bf-73e4adddb43d,10836004,d6d1dfbf-1fef-477a-8943-844feddb183c,4847,REIMBURSEMENT,FALSE
fdc6dc6d-b417-4e1d-8955-e4ac57fa254e,80721348,d6d1dfbf-1fef-477a-8943-844feddb183c,3850,SALARY,TRUE
5d47439e-1817-4ca0-bd99-4c66686bfe20,64249019,d6d1dfbf-1fef-477a-8943-844feddb183c,7475,SALARY,TRUE
cb993fa6-98e3-49e6-abfb-f367e74a50b4,98240772,b8a164a2-ff9c-499e-9181-c695ff50f5d1,1726,BONUS,TRUE
95bbaec8-4bec-47ba-bce5-294c97725650,59559658,44cf3101-aea6-4dea-bd56-4ddb53600701,5413,REIMBURSEMENT,TRUE
6594dc4a-086e-4ad2-97e8-3ccaf1fe84d9,19359552,3888d17b-094f-4fbe-b6e2-72de31e25b88,1437,SALARY,TRUE
e22b5eb1-9b18-4a05-afef-d49e3c1680c9,81218699,0562335a-25b5-4bfd-bc1e-f3fe8bd70cd0,9360,SALARY,FALSE
ce4755ca-ac5b-4008-9931-7cd8de7754b9,51446145,d7d4f172-c018-4db3-8cb9-d08f12b25322,3074,OVERTIME,TRUE
b1374423-1def-4205-8ebf-e224506d90f1,61274428,d7d4f172-c018-4db3-8cb9-d08f12b25322,4122,SALARY,FALSE
d61a9693-7c35-49e0-b451-35bdb511ee5e,38331285,d7d4f172-c018-4db3-8cb9-d08f12b25322,1808,SALARY,TRUE
ef61b1c1-2380-4c87-9939-58b544effea3,26712203,8790b00f-e440-482a-b7fc-a3fb95c0d760,3608,REIMBURSEMENT,FALSE
2b30df8b-6cde-4113-a858-362f21479835,85510373,8790b00f-e440-482a-b7fc-a3fb95c0d760,8082,BONUS,TRUE
d12029d8-764a-4d6a-a0f1-a12dfd0928d2,18361767,8790b00f-e440-482a-b7fc-a3fb95c0d760,9869,REIMBURSEMENT,TRUE
46fc0f90-ca3f-451a-b832-29448327e967,19776671,7adc002c-5276-4ba7-b3ae-1a018d6abf0b,2871,SALARY,FALSE
d778678d-65c2-446d-b99d-e23ce14ad5d3,67557736,7adc002c-5276-4ba7-b3ae-1a018d6abf0b,9927,OVERTIME,FALSE
e3391dbb-b31e-4aa3-be05-2deaec211d7b,89291875,7adc002c-5276-4ba7-b3ae-1a018d6abf0b,6164,REIMBURSEMENT,FALSE
9bebed05-fae8-4a55-9f05-8c7b49b1c1fb,84633718,03f33031-d61c-4b55-babc-a46d94003bd0,2694,OVERTIME,FALSE
d28f5f46-f7e3-424a-af41-a83e14c2ec45,52044225,03f33031-d61c-4b55-babc-a46d94003bd0,7517,OVERTIME,FALSE
7aafdf4e-9ed8-4550-92fc-c31b53f87ecb,90155154,03f33031-d61c-4b55-babc-a46d94003bd0,1267,SALARY,FALSE
4801661e-0d67-4f74-b8d6-f667caa4c135,54592347,03f33031-d61c-4b55-babc-a46d94003bd0,5994,REIMBURSEMENT,FALSE
67409daa-9b26-4dec-b64a-9cd13f1c31a8,62899447,9798a296-e5d8-4480-94c2-d5681fdb0ac7,3762,SALARY,FALSE
94ab9c24-060a-4b3f-a445-bf268f3bfb5f,38669674,9798a296-e5d8-4480-94c2-d5681fdb0ac7,6509,SALARY,FALSE
2284baee-583b-4185-8df9-164f6f4d4ce9,25086060,9798a296-e5d8-4480-94c2-d5681fdb0ac7,6491,OVERTIME,FALSE
f95ea3ae-faac-49c2-bbbd-c0f41a799e96,62994964,9798a296-e5d8-4480-94c2-d5681fdb0ac7,6138,REIMBURSEMENT,FALSE
d3a75433-95f5-4ccd-9210-e74ec7a10651,53157716,528e3da5-47d7-4f10-a4df-8bbfcd158329,3761,SALARY,TRUE
8093e170-944d-41ca-8665-f14bb2a566e5,93434651,528e3da5-47d7-4f10-a4df-8bbfcd158329,2512,BONUS,TRUE
2299724e-49ed-4c91-9b2d-b763145d7439,60656944,528e3da5-47d7-4f10-a4df-8bbfcd158329,9439,OVERTIME,TRUE
e9776a19-325a-4374-84bb-c9ea833f9186,45452783,528e3da5-47d7-4f10-a4df-8bbfcd158329,3184,SALARY,TRUE
a6021e7e-c5e5-481f-ba3f-7c431eeacbb8,32575276,d6d1dfbf-1fef-477a-8943-844feddb183c,9207,REIMBURSEMENT,FALSE
610c35b7-0b5f-424e-a22d-cb8e18158f23,72448266,d6d1dfbf-1fef-477a-8943-844feddb183c,6177,SALARY,FALSE
ee3dcbf5-03c5-4244-9cd7-12ceb74c09a5,46034538,d6d1dfbf-1fef-477a-8943-844feddb183c,1696,SALARY,TRUE
61aeade6-ed1d-4194-9f27-500bdd4aab4c,81962213,3888d17b-094f-4fbe-b6e2-72de31e25b88,1947,OVERTIME,TRUE
160c82bc-e122-42fd-96a4-31333ed874c5,41045172,3888d17b-094f-4fbe-b6e2-72de31e25b88,8261,SALARY,TRUE
add073c1-c3d9-4817-85f2-b08ca7cbb0e2,71715375,0562335a-25b5-4bfd-bc1e-f3fe8bd70cd0,4162,REIMBURSEMENT,TRUE
b8f0828f-167e-43c1-9626-725037d71692,60991169,0562335a-25b5-4bfd-bc1e-f3fe8bd70cd0,2859,SALARY,TRUE
0c48653d-3c87-4928-8251-28ec1d88d4b6,38429372,0562335a-25b5-4bfd-bc1e-f3fe8bd70cd0,6591,BONUS,FALSE
2b310ea8-7386-4697-b0ca-f48ed8a59603,59710035,0562335a-25b5-4bfd-bc1e-f3fe8bd70cd0,6285,REIMBURSEMENT,TRUE
037b42a3-9186-43f3-8a2d-44dff4303f2d,42032280,d7d4f172-c018-4db3-8cb9-d08f12b25322,1414,OVERTIME,TRUE
6dc9b089-a866-4b20-b16b-9e4cd1e2916b,87198124,8790b00f-e440-482a-b7fc-a3fb95c0d760,4750,OVERTIME,TRUE
2ae42fbe-b809-45d0-a374-21c309a60259,39047252,7adc002c-5276-4ba7-b3ae-1a018d6abf0b,5302,REIMBURSEMENT,FALSE
21899a1c-8246-4bdd-a5bd-9ef2d18ce77a,59737594,7adc002c-5276-4ba7-b3ae-1a018d6abf0b,3968,OVERTIME,TRUE
9854af2a-65be-45cd-8c8d-2c4cd9ab7294,83643436,7adc002c-5276-4ba7-b3ae-1a018d6abf0b,9846,REIMBURSEMENT,FALSE
65d0a347-1703-498a-b2ca-a3e3c8a8db31,66745561,7adc002c-5276-4ba7-b3ae-1a018d6abf0b,8625,BONUS,TRUE
d8d94f19-b155-48ed-863e-60f00dea80b0,52152539,03f33031-d61c-4b55-babc-a46d94003bd0,9558,REIMBURSEMENT,TRUE
3e0c853c-bfa1-4eeb-aca7-ca398df07881,51356087,03f33031-d61c-4b55-babc-a46d94003bd0,8928,REIMBURSEMENT,TRUE
5c70ddeb-6e2a-4898-8394-ccd029ac4096,57964357,9798a296-e5d8-4480-94c2-d5681fdb0ac7,6223,REIMBURSEMENT,FALSE
5b31f5cd-8ea6-4d12-82ac-d984feaf88d1,58699274,3888d17b-094f-4fbe-b6e2-72de31e25b88,5987,OVERTIME,FALSE
3a5b6b57-dd10-4e86-beda-5ed3b0653f73,51300739,3888d17b-094f-4fbe-b6e2-72de31e25b88,2064,OVERTIME,TRUE
b519082b-91ef-45ae-a8b0-49552b4f6bcd,71398252,3888d17b-094f-4fbe-b6e2-72de31e25b88,6544,REIMBURSEMENT,FALSE
131c7c28-766b-40f5-bbdb-adea9e713480,86117879,0562335a-25b5-4bfd-bc1e-f3fe8bd70cd0,3714,BONUS,TRUE
8db777be-2366-47b3-aa39-c759bf40f6cb,68389298,d7d4f172-c018-4db3-8cb9-d08f12b25322,1584,SALARY,FALSE
0a2ddb19-3d2c-4bf4-813f-90bd9648dfb2,22726242,d7d4f172-c018-4db3-8cb9-d08f12b25322,6808,REIMBURSEMENT,FALSE
861fd1d7-b46a-436b-9cbf-e593e2423e74,16076953,d7d4f172-c018-4db3-8cb9-d08f12b25322,8029,REIMBURSEMENT,FALSE
283a3862-9104-48b2-832c-edd2ce876180,79972624,8790b00f-e440-482a-b7fc-a3fb95c0d760,7982,BONUS,FALSE
42eea722-59c8-406a-8d89-bbbfc715eb21,67938889,8790b00f-e440-482a-b7fc-a3fb95c0d760,7851,BONUS,TRUE
3ec34fff-6105-4ce8-9dbc-e65862e3ce1e,37112075,8790b00f-e440-482a-b7fc-a3fb95c0d760,6158,SALARY,TRUE
6f13acd9-c1cc-4961-a905-a665b459c9c3,61126715,8790b00f-e440-482a-b7fc-a3fb95c0d760,5991,BONUS,TRUE
fba67a33-0c12-4c5b-8de8-e6d6cacb55b4,42157132,8790b00f-e440-482a-b7fc-a3fb95c0d760,3188,BONUS,TRUE
7b766865-e729-48a6-93f7-73517cd3b5ce,85163369,7adc002c-5276-4ba7-b3ae-1a018d6abf0b,5723,SALARY,TRUE
53e0fdac-b08b-4b92-8252-9ed34071cdb7,70247735,7adc002c-5276-4ba7-b3ae-1a018d6abf0b,4095,REIMBURSEMENT,FALSE
03ac456a-806f-4504-a317-6e27eec183d3,86890810,7adc002c-5276-4ba7-b3ae-1a018d6abf0b,4677,BONUS,TRUE
a7f52c47-9eaa-4d61-a87f-a08e1da969ce,19864197,03f33031-d61c-4b55-babc-a46d94003bd0,2087,BONUS,FALSE
43a82249-5485-45b8-b21e-2ce752711f08,63773384,03f33031-d61c-4b55-babc-a46d94003bd0,4622,SALARY,TRUE
9d71bd2b-3bd2-4833-99db-f7ac6ca84874,82689699,03f33031-d61c-4b55-babc-a46d94003bd0,1644,OVERTIME,TRUE
17893d60-4590-46ab-b231-fd1a6afd14c8,40623790,03f33031-d61c-4b55-babc-a46d94003bd0,4770,REIMBURSEMENT,TRUE
75fc34e8-8586-4ecd-b20a-e442b01a69bb,93022306,03f33031-d61c-4b55-babc-a46d94003bd0,8467,SALARY,FALSE
90656dba-bfc0-4613-8d1a-9b0d2a2c6eda,36437087,9798a296-e5d8-4480-94c2-d5681fdb0ac7,7846,SALARY,TRUE
e76768ce-f508-474e-936e-7883426b66c9,88300075,9798a296-e5d8-4480-94c2-d5681fdb0ac7,2611,OVERTIME,TRUE
06ad4b07-757a-4fc1-ba38-0e405ae8d9bb,11050916,9798a296-e5d8-4480-94c2-d5681fdb0ac7,6832,SALARY,FALSE
600241d5-110f-4f2c-955b-3cde03b9167c,34383075,3888d17b-094f-4fbe-b6e2-72de31e25b88,9592,BONUS,FALSE
879aa4d3-b9d2-4ea0-8f42-a6f4271f2c4b,67783590,3888d17b-094f-4fbe-b6e2-72de31e25b88,2138,SALARY,FALSE
280e5e3b-7666-4c13-8db2-9b3d234d08e7,61077535,3888d17b-094f-4fbe-b6e2-72de31e25b88,7792,BONUS,FALSE
d2a1c684-fa83-4913-af11-37ded8c65c29,46065967,3888d17b-094f-4fbe-b6e2-72de31e25b88,7100,BONUS,FALSE
d9bfe845-42e1-4d80-b2a6-afe8dced9265,51554981,3888d17b-094f-4fbe-b6e2-72de31e25b88,1183,SALARY,TRUE
4a6394c8-1025-4112-9f6b-aad77f36e8fb,29531392,0562335a-25b5-4bfd-bc1e-f3fe8bd70cd0,3216,OVERTIME,FALSE
a10e181d-965b-4a32-b759-3003dcf5327b,64313679,0562335a-25b5-4bfd-bc1e-f3fe8bd70cd0,9694,BONUS,FALSE
cc472a10-5232-4685-9467-a7f45f01d2ce,31906009,0562335a-25b5-4bfd-bc1e-f3fe8bd70cd0,6383,REIMBURSEMENT,FALSE
0511827f-7ad5-498f-9a88-2219ed79eaaa,40262599,d7d4f172-c018-4db3-8cb9-d08f12b25322,4766,BONUS,FALSE
d0b0eeb1-cc1e-408b-861f-c98c53938d07,92609849,d7d4f172-c018-4db3-8cb9-d08f12b25322,7881,BONUS,TRUE
f5995135-b58b-4db4-a5bf-408ee42123f7,74735381,d7d4f172-c018-4db3-8cb9-d08f12b25322,6892,SALARY,TRUE
f353baf8-e016-465b-8a54-d0d41e4a044c,19702375,d7d4f172-c018-4db3-8cb9-d08f12b25322,7096,SALARY,FALSE
c63c3b8b-c4c0-42c1-8d7a-3c3a2b36a16c,68507570,8790b00f-e440-482a-b7fc-a3fb95c0d760,6244,BONUS,TRUE
21dc94dc-e36e-4208-9373-127fe23185f7,82067107,7adc002c-5276-4ba7-b3ae-1a018d6abf0b,6816,REIMBURSEMENT,TRUE
f736023d-16dd-4bce-bb26-02d41e117818,18308260,03f33031-d61c-4b55-babc-a46d94003bd0,2394,SALARY,TRUE
c74d1a80-c94e-409a-9d2e-b323085862ec,62440980,9798a296-e5d8-4480-94c2-d5681fdb0ac7,8231,SALARY,TRUE
fdaf5470-b4e2-409a-a94c-9ea030a821f3,11393827,528e3da5-47d7-4f10-a4df-8bbfcd158329,5442,OVERTIME,FALSE
ac445426-0270-48ef-a654-59bbcdae4525,91620086,528e3da5-47d7-4f10-a4df-8bbfcd158329,5940,REIMBURSEMENT,FALSE
1171ff21-b28a-467f-9a1b-24cffb91eab5,39477314,528e3da5-47d7-4f10-a4df-8bbfcd158329,5586,BONUS,FALSE
22cf0f85-bea0-406e-a5be-5c5923f27c31,65796642,528e3da5-47d7-4f10-a4df-8bbfcd158329,4956,OVERTIME,FALSE
93efcfce-ac02-4c60-96ef-a0c8a6ca52cd,50297479,528e3da5-47d7-4f10-a4df-8bbfcd158329,2369,REIMBURSEMENT,FALSE
b7bbbc29-275c-41e1-8648-8fd7cce49cd3,60181904,d6d1dfbf-1fef-477a-8943-844feddb183c,6130,SALARY,FALSE
721aaede-49a8-456c-b015-bb025ca917e3,77500697,d6d1dfbf-1fef-477a-8943-844feddb183c,3527,REIMBURSEMENT,TRUE
52f0144d-5301-46bf-b57f-8b3bc0dcf3dc,97629911,d6d1dfbf-1fef-477a-8943-844feddb183c,3780,REIMBURSEMENT,TRUE
146bef9d-f6a8-4e31-acff-41c6a6c69c2f,16066504,d6d1dfbf-1fef-477a-8943-844feddb183c,3330,OVERTIME,TRUE
f8c6857c-55bf-4c0f-be04-d8016610ce10,92101553,d6d1dfbf-1fef-477a-8943-844feddb183c,4401,OVERTIME,FALSE
f6189637-3ccc-467d-85fb-433754295226,75607001,b8a164a2-ff9c-499e-9181-c695ff50f5d1,5435,BONUS,FALSE
fa18fade-0346-4181-8e59-db9f656361fd,88103763,b8a164a2-ff9c-499e-9181-c695ff50f5d1,7651,OVERTIME,TRUE
ab695a73-7b60-443d-9b5d-095767b17085,33006097,44cf3101-aea6-4dea-bd56-4ddb53600701,1425,REIMBURSEMENT,TRUE
d5b64d48-ce45-4f2f-98bc-696c1648dd73,80521841,9491c51c-aa1d-476a-9e13-ccf0a2928ef0,1247,OVERTIME,FALSE
f5b0cfb0-9927-41f5-b37b-5b1adbd8085c,68264578,9491c51c-aa1d-476a-9e13-ccf0a2928ef0,7988,REIMBURSEMENT,FALSE
7079e8e9-9ec4-4d0a-92fe-1fada6bdd841,36811482,21872d6d-a0bc-4073-bbb0-9d3423e4f5c8,6947,REIMBURSEMENT,TRUE
8c242db1-9877-4ed3-b3ae-9e336092c171,77895578,8961771d-735d-4cae-83f1-226c75cfb04e,1713,SALARY,FALSE
5080a4ff-a745-4690-8f45-d454dee4c357,35406071,8961771d-735d-4cae-83f1-226c75cfb04e,5356,OVERTIME,FALSE
e1834ebd-5583-4e6c-b314-9d81ad5e773b,95589563,8961771d-735d-4cae-83f1-226c75cfb04e,1349,BONUS,TRUE
43dc2f10-7640-45c8-8d9f-adea04ab9825,88323040,8961771d-735d-4cae-83f1-226c75cfb04e,5376,OVERTIME,TRUE
979e3b3f-bcc2-4045-859d-dbf557973e27,69198248,8961771d-735d-4cae-83f1-226c75cfb04e,7225,BONUS,FALSE
45b214d5-33e2-496a-ad44-3c6a843d6ecf,29867409,3888d17b-094f-4fbe-b6e2-72de31e25b88,4815,SALARY,FALSE
36d91c28-5183-4795-bff6-7ea61363e7d8,90289501,0562335a-25b5-4bfd-bc1e-f3fe8bd70cd0,1270,BONUS,TRUE
b8f189e9-7794-4352-bd0b-7b3459da08d6,94877598,0562335a-25b5-4bfd-bc1e-f3fe8bd70cd0,7061,SALARY,FALSE
028e4df0-dc78-46cf-80e6-d469a07ffed7,65439449,0562335a-25b5-4bfd-bc1e-f3fe8bd70cd0,4695,SALARY,TRUE
f686a3a7-68c4-4bf8-841a-9bfd63a7d11c,78023123,0562335a-25b5-4bfd-bc1e-f3fe8bd70cd0,8456,SALARY,TRUE
d3f62c15-327d-437e-932e-3989c19d65aa,60532176,d7d4f172-c018-4db3-8cb9-d08f12b25322,8368,REIMBURSEMENT,TRUE
f63f6ce5-5221-4986-8e97-e6bafd391fa6,34647880,d7d4f172-c018-4db3-8cb9-d08f12b25322,8452,SALARY,TRUE
b6140cd6-7b23-45bf-8c62-c96527936f4a,94684540,d7d4f172-c018-4db3-8cb9-d08f12b25322,5950,BONUS,TRUE
e723de27-31f5-4f07-82da-68238395a17e,80702244,d7d4f172-c018-4db3-8cb9-d08f12b25322,2769,SALARY,FALSE
4346a5a8-18f6-4dac-8e13-3244c9371d6e,79613175,d7d4f172-c018-4db3-8cb9-d08f12b25322,4441,REIMBURSEMENT,FALSE
f6a02083-9896-4388-8bcb-66df21630b64,79648087,8790b00f-e440-482a-b7fc-a3fb95c0d760,1806,SALARY,TRUE
eab5a601-e613-4521-852b-81a27dc16e99,61144716,8790b00f-e440-482a-b7fc-a3fb95c0d760,3741,SALARY,TRUE
4c354d26-ab07-40da-a12c-af3cef65626f,13146907,8790b00f-e440-482a-b7fc-a3fb95c0d760,9740,SALARY,TRUE
0af10e78-4db6-49bd-ac23-bc05fb4e821d,85583735,8790b00f-e440-482a-b7fc-a3fb95c0d760,1250,BONUS,FALSE
09999fa3-4c9f-471d-ac51-4d804a62cff2,33961351,8790b00f-e440-482a-b7fc-a3fb95c0d760,8423,OVERTIME,FALSE
8362ce22-a3b5-4b9a-a439-0a83e44806cc,46126208,7adc002c-5276-4ba7-b3ae-1a018d6abf0b,7948,SALARY,TRUE
d13524f1-b891-4b17-a46c-d3cb6a075d37,83488398,03f33031-d61c-4b55-babc-a46d94003bd0,7261,SALARY,FALSE
42c5207f-8ce9-4a6f-b0a2-553ae6a0bc92,86161377,03f33031-d61c-4b55-babc-a46d94003bd0,6093,SALARY,TRUE
9dae19cd-43cc-428b-93ac-7aee2258f23f,50407070,03f33031-d61c-4b55-babc-a46d94003bd0,1345,BONUS,TRUE
67736dbd-08cf-47a5-8b56-96059723b5c5,12391789,9798a296-e5d8-4480-94c2-d5681fdb0ac7,8457,OVERTIME,FALSE
e07e776a-29d2-49e7-86ba-3a9b13cf2566,59145334,9798a296-e5d8-4480-94c2-d5681fdb0ac7,5131,SALARY,TRUE
adeb6b63-a841-4262-a881-11dcbbc7ef18,90756573,9798a296-e5d8-4480-94c2-d5681fdb0ac7,3812,BONUS,TRUE
bb9bbbfd-9a24-44ee-a36f-dc8aa5f2663f,83821598,9798a296-e5d8-4480-94c2-d5681fdb0ac7,9968,SALARY,FALSE
eabe6e69-15ea-409d-99d1-948136145700,34956413,9798a296-e5d8-4480-94c2-d5681fdb0ac7,3564,REIMBURSEMENT,TRUE
fb3cbed6-2c7d-46b7-8b24-eed2838cc22e,66219781,528e3da5-47d7-4f10-a4df-8bbfcd158329,4679,SALARY,FALSE
23040905-2d9d-47ec-a9e7-33646907c087,68479871,528e3da5-47d7-4f10-a4df-8bbfcd158329,7302,BONUS,FALSE
1ddc8127-e8b5-412c-911b-4a266e0ada03,68891104,528e3da5-47d7-4f10-a4df-8bbfcd158329,8609,REIMBURSEMENT,TRUE
dffcc1ee-e143-4561-a65f-2243e34f6d85,59417704,d6d1dfbf-1fef-477a-8943-844feddb183c,5234,SALARY,TRUE
a9370937-46a5-4d89-9100-3d87e7aa17bc,82627332,b8a164a2-ff9c-499e-9181-c695ff50f5d1,6797,REIMBURSEMENT,TRUE
c0a4a9cf-cc54-46db-8565-fa9b83e17fe0,62312164,b8a164a2-ff9c-499e-9181-c695ff50f5d1,6842,OVERTIME,FALSE
a9baa777-e2c3-4efe-96bd-d28a9d7d8b2a,13884323,b8a164a2-ff9c-499e-9181-c695ff50f5d1,2668,SALARY,TRUE
fc2d4630-090e-4556-8f80-5a5972e466dc,72850377,b8a164a2-ff9c-499e-9181-c695ff50f5d1,9327,REIMBURSEMENT,FALSE
392302f8-4781-488d-871b-346e8ff3486c,75082883,b8a164a2-ff9c-499e-9181-c695ff50f5d1,3890,SALARY,TRUE
9de8f4ff-632a-407e-b8a7-a36d372c20ab,49101716,44cf3101-aea6-4dea-bd56-4ddb53600701,2059,BONUS,FALSE
e8bdd414-7259-4af7-8c57-87aa26dd143a,21796021,44cf3101-aea6-4dea-bd56-4ddb53600701,1283,OVERTIME,TRUE
c07b6f9a-ab1e-4f59-a988-2f0afd59a0d9,66482229,44cf3101-aea6-4dea-bd56-4ddb53600701,7525,REIMBURSEMENT,FALSE
97f5e053-c76a-41e7-aad8-283da269695f,87612493,3888d17b-094f-4fbe-b6e2-72de31e25b88,7153,OVERTIME,TRUE
e50be89a-c030-41c8-92d0-3305208652eb,99127889,0562335a-25b5-4bfd-bc1e-f3fe8bd70cd0,1447,BONUS,FALSE
7a3c444b-61b1-4981-a36f-1f38e7932734,18873091,0562335a-25b5-4bfd-bc1e-f3fe8bd70cd0,5151,SALARY,TRUE
7b488e8a-0a05-49b0-bbf6-d20ec0484f32,48283604,0562335a-25b5-4bfd-bc1e-f3fe8bd70cd0,8394,SALARY,FALSE
284499b3-9f62-4dfd-a885-8cdb9cd77360,52207097,0562335a-25b5-4bfd-bc1e-f3fe8bd70cd0,8140,SALARY,TRUE
481f5410-25e9-4318-94e2-ace9e8bfa17a,25090474,d7d4f172-c018-4db3-8cb9-d08f12b25322,7846,BONUS,TRUE
18ff36e6-189c-497d-b193-f49fda383883,24774358,d7d4f172-c018-4db3-8cb9-d08f12b25322,3117,OVERTIME,FALSE
390679e4-03ae-433b-92a1-d80acd57df30,79658967,d7d4f172-c018-4db3-8cb9-d08f12b25322,4341,REIMBURSEMENT,FALSE
71ddcb9d-7430-4eeb-8ac1-17a10cfcf4c4,82292347,8790b00f-e440-482a-b7fc-a3fb95c0d760,1507,OVERTIME,TRUE
dffbf2a3-4218-4c5f-93a7-50fbfb948c24,17225309,8790b00f-e440-482a-b7fc-a3fb95c0d760,1484,OVERTIME,TRUE
813f7a55-f49a-4719-9408-334a8496aa85,75031676,8790b00f-e440-482a-b7fc-a3fb95c0d760,9199,OVERTIME,FALSE
c8ca2254-0c89-4855-bb7d-9aa93c96940b,80989020,8790b00f-e440-482a-b7fc-a3fb95c0d760,2517,OVERTIME,TRUE
7022d4e3-5f8f-451d-83a3-cf5e9463a1a6,84003081,7adc002c-5276-4ba7-b3ae-1a018d6abf0b,5613,BONUS,TRUE
b02f1311-9d04-4819-a788-744adaf11b0f,91967824,7adc002c-5276-4ba7-b3ae-1a018d6abf0b,8323,OVERTIME,FALSE
9996dee4-6c2f-4183-8392-2e39552fbb77,27012761,7adc002c-5276-4ba7-b3ae-1a018d6abf0b,6815,REIMBURSEMENT,FALSE
9713294b-d2fe-4a33-8c29-645806b59d4d,27577008,7adc002c-5276-4ba7-b3ae-1a018d6abf0b,6520,BONUS,FALSE
1b31943d-cc8e-4d07-9577-c4ca61a9034d,96598236,7adc002c-5276-4ba7-b3ae-1a018d6abf0b,2252,OVERTIME,TRUE
b90a539d-b4d2-4387-abee-01017689baea,68546287,03f33031-d61c-4b55-babc-a46d94003bd0,5315,REIMBURSEMENT,TRUE
68776b56-6dbb-4410-8b9c-98af66a00902,65440667,03f33031-d61c-4b55-babc-a46d94003bd0,4440,SALARY,FALSE
090a4042-a8de-443f-814a-708077081052,14767353,9798a296-e5d8-4480-94c2-d5681fdb0ac7,4392,SALARY,FALSE
928c1545-be36-4d25-980d-66ec86430a4c,68654874,9798a296-e5d8-4480-94c2-d5681fdb0ac7,2543,SALARY,FALSE
